Anel,Progressiva (m),Tempo total anel (s),Tempo total anel (h),Tempo escavacao anel (s),Tempo escavacao anel (h),Energia especifica (MJ/m3) (media),Velocidade de Avanco (mm/min) (media),Torque(MNm) (media),Empuxo (kN) (media),Taxa de Penetracao (mm/rev) (media),Rotacao da Cabeca de Corte (RPM) (media),Forca de Contato (kN) (media),agua Livre (L.min) (media),FER (media),FIR (%) (media),anel,Massa de material escavado (teorica) (ton) (max),Massa de material escavado (balanca 1) (ton) (max),Diferenca  balanca 1 (ton),Massa de material escavado (balanca 2) (ton)  (max),Diferenca  balanca 2 (ton),Pressao de terra (media dos sensores) (bar) (media),Pressao de terra (S1) (bar) (media),Pressao de terra (S2)(bar) (media),Pressao de terra (S3) (bar) (media),Pressao de terra (S4) (bar) (media),Pressao de terra (S5) (bar) (media),Pressao de terra (S6) (bar) (media),Injecao de grout total (L) (max),Material Calota,Material Eixo,Material Base,Face mista
689,11693.326,5190,1.441666667,1834,0.509444444,15.43959016,47.42287432,1.549431694,14100.78306,23.28123497,2.038480874,12331.02734,148.4575847,10.01281967,50.89181967,689,99.705,89.586,-10.119,91.885,-7.82,1.738327869,1.51268306,1.862174863,1.243584699,1.645174863,2.007355191,1.570781421,4398.46,3Ag1,3Ar1,3Ag1,sim
690,11694.826,8792,2.442222222,1977,0.549166667,19.31143367,46.69053061,1.468204082,14479.29044,23.20860204,2.012663265,13000.2013,82.81283673,8.587964286,61.18516327,690,105.803,94.402,-11.401,91.566,-14.237,1.657137755,1.444035714,1.803295918,1.260908163,1.618678571,1.891867347,1.48905102,4283.74,3Ag1,3Ar1,3Ag1,sim
691,11696.326,5491,1.525277778,2827,0.785277778,41.93963121,29.72276596,1.700021277,16489.184,14.21331206,2.08772695,14313.085,55.70140071,9.380028369,90.01521277,691,96.892,88.764,-8.128,90.164,-6.728,1.861719858,1.661836879,2.057287234,1.356833333,1.747007092,2.031932624,1.695567376,4470.285,3Ag1,3Ar1,3Ag1,sim
692,11697.826,3324,0.923333333,1855,0.515277778,15.02772432,48.45064324,1.458,14505.11718,23.15461622,2.092475676,12835.70922,40.99798919,8.838583784,52.05371351,692,101.351,94.533,-6.818,93.925,-7.426,1.699416216,1.550508108,1.786810811,1.264281081,1.558881081,1.887140541,1.572940541,4227.786,3Ag1,3Ar1,3Ag1,sim
693,11699.326,7079,1.966388889,2878,0.799444444,33.66179094,29.76739024,1.182456446,14691.83242,14.06821603,2.111547038,12696.62506,29.95630662,10.50634495,136.1191951,693,101.234,89.56,-11.674,92.36,-8.874,1.812062718,1.658888502,1.889602787,1.325425087,1.683763066,2.016477352,1.682682927,4811.089,3Ag1,3Ar1,3Ag1,sim
694,11700.826,6938,1.927222222,2028,0.563333333,14.03430693,43.83723762,1.213222772,14133.18905,20.51687129,2.136881188,11983.86337,15.51214851,9.208153465,48.05905941,694,101.297,88.413,-12.884,85.519,-15.778,1.812183168,1.654059406,1.894950495,1.492207921,1.718767327,2.01229703,1.687544554,4570.114,3Ag1,3Ar1,3Ag1,sim
695,11702.326,5831,1.619722222,2733,0.759166667,27.48361538,31.73057509,1.070838828,13452.86264,14.84531502,2.137340659,11121.79149,29.45401099,10.43901832,128.2171538,695,100.9,91.872,-9.028,90.872,-10.028,1.702692308,1.555062271,1.772512821,1.441761905,1.640098901,1.90618315,1.57667033,4429.95,3Ag1,3Ar1,3Ag1,sim
696,11703.826,13910,3.863888889,2364,0.656666667,20.70560593,36.97412712,1.195699153,13851.84864,18.49145763,1.995665254,11341.8132,56.15638136,9.985838983,60.21730085,696,104.326,89.44,-14.886,92.04,-12.286,1.620313559,1.429991525,1.741364407,0.950677966,1.433067797,1.852864407,1.456466102,4481.431,3Ag1,3Ar1,3Ag1,sim
697,11705.326,6600,1.833333333,2240,0.622222222,16.41408036,37.84671429,1.141482143,14910.24597,18.55816518,2.025866071,11319.93859,56.74291071,8.884339286,55.58042411,697,99.398,90.887,-8.511,95.788,-3.61,1.66328125,1.490321429,1.764232143,1.065276786,1.528446429,1.889504464,1.508732143,4443.377,3Ag1,3Ar1,3Ag1,sim
698,11706.826,7797,2.165833333,2125,0.590277778,14.00806132,42.04238208,0.964863208,13888.53421,20.58643868,2.042462264,10321.59499,114.8719906,11.67503302,49.31028302,698,102.749,84.357,-18.392,93.757,-8.992,1.57725,1.427495283,1.644334906,1.079542453,1.535665094,1.784556604,1.452438679,4569.54,3Ag1,3Ar1,3Ag1,sim
699,11708.326,3546,0.985,1796,0.498888889,11.31596089,48.68121229,1.14098324,14303.16567,23.39577095,2.080731844,11046.67855,52.00552514,7.904223464,44.33295531,699,98.814,97.535,-1.279,101.434,2.62,1.686217877,1.503821229,1.788569832,1.153418994,1.537804469,1.929100559,1.522994413,4319.316,3Ag1,3Ar1,3Ag1,sim
700,11709.826,3332,0.925555556,1891,0.525277778,10.77569681,46.34972872,1.051946809,13184.14903,22.61482447,2.049473404,10285.77482,7.554643617,8.487803191,45.85309043,700,98.116,87.486,-10.63,93.912,-4.204,1.612952128,1.450888298,1.703898936,1.171521277,1.504776596,1.819117021,1.477180851,4215.155,3Ag1,3Ar1,3Ag1,sim
701,11711.326,4020,1.116666667,1761,0.489166667,21.48572571,50.14234857,1.365862857,14231.85334,23.73158857,2.112371429,11444.26131,64.03234286,7.495794286,41.19098857,701,101.423,93.556,-7.867,98.956,-2.467,1.707211429,1.501594286,1.856205714,1.223068571,1.460525714,1.936885714,1.533508571,4439.819,3Ag1,3Ar1,3Ag1,sim
702,11712.826,3130,0.869444444,1753,0.486944444,9.61324,49.94734857,1.02128,13085.79841,24.38454857,2.048422857,11185.2705,12.00841714,8.475508571,47.87450857,702,100.578,97.78,-2.798,101.879,1.301,1.677257143,1.509445714,1.76012,1.233028571,1.393577143,1.90144,1.538194286,4478.86,3Ag1,3Ar1,3Ag1,sim
703,11714.326,3347,0.929722222,1834,0.509444444,10.25374863,47.91578689,1.02142623,13389.57303,23.0345847,2.080191257,11117.35146,2.332562842,8.639153005,46.27501639,703,102.461,87.425,-15.036,87.325,-15.136,1.676371585,1.494398907,1.767289617,1.25247541,1.420885246,1.908469945,1.535114754,4303.9,3Ag1,3Ar1,3Ag1,sim
704,11715.826,3837,1.065833333,1759,0.488611111,10.60560571,51.03237143,1.070485714,13579.65886,23.37882857,2.182931429,11330.18978,4.632822857,8.152594286,44.34493143,704,100.938,91.61,-9.328,89.099,-11.839,1.677085714,1.481594286,1.764862857,1.270857143,1.51416,1.94036,1.52156,4395.508,3Ag1,3Ar1,3Ag1,sim
705,11717.326,9471,2.630833333,1887,0.524166667,11.09380319,47.49637766,1.022175532,13057.13385,23.21662766,2.045835106,10964.27115,12.80194681,8.942856383,50.41093085,705,89.854,99.961,10.107,96.962,7.108,1.653473404,1.465404255,1.789180851,1.299968085,1.596590426,1.870654255,1.488617021,4433.441,3Ag1,3Ar1,3Ar1,sim
706,11718.826,4901,1.361388889,2138,0.593888889,9.793192488,41.51821127,0.759319249,12514.29085,19.4520892,2.130286385,10096.70848,39.92856808,8.128342723,48.93028169,706,99.446,93.003,-6.443,86.698,-12.748,1.554314554,1.420408451,1.598539906,1.310431925,1.684502347,1.771441315,1.426680751,4226.994,3Ag1,3Ar1,3Ar1,sim
707,11720.326,14269,3.963611111,2272,0.631111111,24.6235859,39.13060793,0.906898678,13128.52659,18.02971366,2.169669604,11132.94903,15.13101322,7.870242291,49.86854626,707,100.142,84.979,-15.163,82.279,-17.863,1.840502203,1.688519824,1.926136564,1.356171806,1.783118943,2.031590308,1.715255507,4854.227,3Ag1,3Ar1,3Ar1,sim
708,11721.826,7369,2.046944444,2222,0.617222222,13.35443243,40.79649099,0.954099099,13040.77457,18.8154009,2.167126126,10668.93234,6.484725225,14.84004505,88.73980631,708,102.109,172.525,70.416,167.421,65.312,1.64040991,1.486432432,1.705130631,1.255806306,1.72672973,1.870067568,1.500333333,4854.227,3Ag1,3Ar1,3Ar1,sim
709,11723.326,28997,8.054722222,2362,0.656111111,12.53101695,38.84722458,1.000110169,12929.81787,19.20077542,2.023144068,11950.26094,20.61405932,8.431355932,49.87042797,709,104.087,93.637,-10.45,88.538,-15.549,1.597631356,1.424385593,1.699885593,1.297584746,1.699834746,1.809292373,1.456360169,4703.622,3Ag1,3Ar1,3Ar1,sim
710,11724.826,191077,53.07694444,5324,1.478888889,32.63709981,14.98244256,0.727757062,13352.1508,7.540357815,2.013828625,12405.58666,7.788608286,6.649416196,64.61186817,710,99.478,88.512,-10.966,63.112,-36.366,1.749506591,1.565602637,1.869828625,1.582619586,1.788482109,1.976536723,1.583849341,4569.41,3Ag1,3Ar1,3Ar1,sim
711,11726.326,4253,1.181388889,1895,0.526388889,14.91303175,45.66538624,1.340021164,12468.76831,21.97059259,2.075756614,12210.67527,85.87913757,7.859941799,47.31475661,711,98.167,105.418,7.251,98.423,0.256,1.781465608,1.60747619,1.879835979,1.653529101,1.819074074,2.009544974,1.628724868,4460.397,3Ag1,3Ar1,3Ar1,sim
712,11727.826,3624,1.006666667,2190,0.608333333,15.53509633,41.75365596,1.273894495,12360.57985,19.95987615,2.091972477,12067.35069,103.9469266,8.180165138,54.15999083,712,103.053,108.724,5.671,97.824,-5.229,1.836623853,1.675394495,1.926477064,1.582334862,1.776431193,2.060197248,1.684155963,4354.894,3Ag1,3Ar1,3Ar1,sim
713,11729.326,14774,4.103888889,2015,0.559722222,19.31133333,44.05260199,1.633532338,12613.65454,20.52300498,2.143,12294.41552,105.8603682,8.619691542,60.66855224,713,101.765,104.401,2.636,94.801,-6.964,1.728174129,1.549253731,1.855273632,1.604567164,1.769313433,1.945457711,1.562412935,4890.46,3Ag1,3Ar1,3Ar1,sim
714,11730.826,5921,1.644722222,2264,0.628888889,19.42066814,39.14934513,1.525982301,12863.83713,18.88939381,2.073017699,11943.35389,55.84576106,8.403849558,70.86432743,714,100.12,96.733,-3.387,97.399,-2.721,1.682672566,1.530849558,1.759747788,1.671584071,1.817765487,1.906973451,1.532977876,4617.181,3Ag1,3Ar1,3Ar1,sim
715,11732.326,23919,6.644166667,2343,0.650833333,21.56980769,37.51421368,1.429594017,12651.43903,18.11447009,2.070106838,11818.15519,105.4474359,10.09870513,68.30352564,715,131.268,113.699,-17.569,112.299,-18.969,1.626166667,1.488846154,1.687209402,1.576482906,1.769423077,1.847623932,1.480576923,4957.187,3Ag1,3Ar1,3Ar1,sim
716,11733.826,5990,1.663888889,1879,0.521944444,12.68335106,46.06354787,1.215648936,12769.08176,22.35051064,2.060585106,12339.92122,148.4387447,8.373308511,65.02206915,716,98.019,99.042,1.023,99.416,1.397,1.734324468,1.586441489,1.833074468,1.573675532,1.826723404,1.906638298,1.610781915,4264.888,3Ag1,3Ar1,3Ar1,sim
717,11735.326,3461,0.961388889,1774,0.492777778,12.44117514,49.86791525,1.314231638,11710.08421,24.17155367,2.063124294,12027.41984,175.5795763,7.964124294,60.74683616,717,99.665,83.647,-16.018,82.576,-17.089,1.723016949,1.547949153,1.831254237,1.604435028,1.857146893,1.945706215,1.566706215,4290.559,3Ag1,3Ar1,3Ar1,sim
718,11736.826,6658,1.849444444,1850,0.513888889,12.32854348,49.41925,1.272092391,10932.61928,24.32663587,2.036266304,11635.7584,179.0944783,9.843788043,75.3209837,718,101.524,99.086,-2.438,96.356,-5.168,1.720478261,1.565940217,1.801597826,1.669548913,1.858755435,1.944918478,1.569380435,4823.682,3Ag1,3Ar1,3Ar1,sim
719,11738.326,4449,1.235833333,2445,0.679166667,16.39222541,36.20911475,0.977934426,11261.35161,16.72668852,2.164905738,11591.05348,100.5812746,9.508377049,80.37556967,719,101.343,126.105,24.762,121.585,20.242,1.89707377,1.824188525,1.911647541,1.664709016,1.816545082,2.028098361,1.824352459,4408.362,3Ag1,3Ar1,3Ar1,sim
720,11739.826,3799,1.055277778,2099,0.583055556,8.930736842,41.96182775,0.715732057,9472.562909,18.85283732,2.222550239,10191.89237,89.06836364,8.89691866,79.61884689,720,99.272,82.077,-17.195,79.175,-20.097,1.616684211,1.603401914,1.629344498,1.363162679,1.506583732,1.632937799,1.600645933,4339.456,3Ag1,3Ar1,3Ar1,sim
721,11741.326,4005,1.1125,2166,0.601666667,11.32207407,40.95607407,0.798791667,10269.65662,18.85444907,2.177125,10787.12277,138.9092269,9.758402778,73.01875463,721,101.455,89.219,-12.236,94.119,-7.336,1.712708333,1.673587963,1.701356481,1.349699074,1.522203704,1.802601852,1.673180556,4373.939,3Ag1,3Ar1,3Ar1,sim
722,11742.826,3707,1.029722222,1845,0.5125,7.581380435,48.26752174,0.700065217,10983.66367,22.62174457,2.133701087,10766.05151,92.83188587,8.524646739,78.38622283,722,100.392,76.741,-23.651,74.942,-25.45,1.667565217,1.597005435,1.670684783,1.201440217,1.546684783,1.805125,1.597293478,4391.176,3Ag1,3Ar1,5SR1,sim
723,11744.326,3214,0.892777778,1898,0.527222222,8.890349206,47.09050794,0.815497354,12434.03015,22.05628571,2.135021164,11693.12269,102.8269788,8.310529101,74.77268783,723,100.909,97.037,-3.872,93.431,-7.478,1.845883598,1.729936508,1.938333333,1.278783069,1.64331746,1.975291005,1.739693122,4470.256,3Ag1,3Ar1,5SR1,sim
724,11745.826,3360,0.933333333,1792,0.497777778,12.39289385,49.95864804,0.738815642,11783.02963,23.41094972,2.134005587,11479.10291,143.1710726,8.338318436,73.99643575,724,101.114,93.192,-7.922,93.282,-7.832,1.806368715,1.697497207,1.842055866,1.334519553,1.705268156,1.986815642,1.699022346,4402.077,3Ar1,3Ar1,5SR1,sim
725,11747.326,3860,1.072222222,1921,0.533611111,11.15740314,46.55408901,0.793696335,10891.39949,21.81618848,2.13395288,11673.35545,146.5693613,9.666659686,78.72337173,725,100.29,94.533,-5.757,93.934,-6.356,1.669633508,1.603628272,1.635397906,1.354554974,1.625204188,1.834376963,1.604649215,4357.092,3Ar1,3Ar1,5SR1,sim
726,11748.826,29523,8.200833333,2192,0.608888889,16.83757078,42.34601826,0.756105023,11459.33034,19.8400411,2.128515982,11483.19484,138.4594475,10.71184475,84.86634247,726,106.108,92,-14.108,93.338,-12.77,1.606958904,1.567716895,1.661753425,1.251949772,1.644926941,1.627607306,1.570050228,5152.068,3Ar1,5SR1,5SR1,sim
727,11750.326,4175,1.159722222,1789,0.496944444,11.96186592,46.61394972,0.975541899,13279.7503,21.86953073,2.131379888,12380.56018,102.5945978,8.83827933,77.42315084,727,95.666,90.582,-5.084,83.882,-11.784,1.635480447,1.472905028,1.724167598,1.570972067,1.753463687,1.86324581,1.481351955,4476.213,3Ar1,5SR1,5SR1,sim
728,11751.826,4583,1.273055556,1660,0.461111111,14.93340606,54.47028485,1.593587879,13611.01234,25.58363636,2.128715152,12708.85902,175.5644303,12.79026667,74.26312727,728,102.508,86.27,-16.238,80.585,-21.923,1.709733333,1.519193939,1.852490909,1.622642424,1.7678,1.921739394,1.545278788,4267.547,3Ar1,5SR1,5SR1,sim
729,11753.326,3703,1.028611111,1852,0.514444444,16.64209783,46.46097283,1.588402174,13937.97979,22.49445109,2.065923913,12967.98544,179.9537391,11.16908152,100.9607826,729,99.284,96.087,-3.197,89.187,-10.097,1.695815217,1.479619565,1.771402174,1.681076087,1.830597826,1.989679348,1.543038043,4382.808,3Ar1,5SR1,5SR2,sim
730,11754.826,4144,1.151111111,1859,0.516388889,16.29315676,47.14061081,1.574713514,13801.15657,22.69631892,2.076459459,12695.52731,179.9693514,12.40303784,87.5359027,730,100.795,90.568,-10.227,83.568,-17.227,1.633172973,1.422535135,1.816756757,1.738508108,1.749616216,1.824810811,1.467318919,4407.369,5SR1,5SR1,5SR2,sim
731,11756.326,3489,0.969166667,1778,0.493888889,14.52887006,50.8620791,1.565463277,14054.34055,24.99872316,2.034050847,13414.90161,180.0083051,9.823146893,90.35385311,731,102.424,98.465,-3.959,92.965,-9.459,1.719367232,1.505858757,1.918124294,1.852514124,1.755146893,1.90080791,1.552632768,4449.024,5SR1,5SR1,5SR2,sim
732,11757.826,3844,1.067777778,1703,0.473055556,13.76001176,52.62675882,1.494423529,13208.9536,24.90277647,2.112970588,13046.01531,179.9737176,9.912352941,86.95764118,732,101.556,96.627,-4.929,90.842,-10.714,1.638147059,1.444217647,1.746764706,1.792241176,1.789464706,1.8897,1.471552941,4366.928,5SR1,5SR2,5Sp,sim
733,11759.326,5144,1.428888889,1778,0.493888889,23.70910169,47.61557062,1.825293785,13438.57643,22.80568927,2.081480226,13061.19707,179.7309435,10.74865537,82.47058192,733,101.141,89.336,-11.805,85.537,-15.604,1.682536723,1.476310734,1.783949153,1.735,1.870423729,1.945485876,1.523779661,4776.634,5SR1,5SR2,5Sp,sim
734,11760.826,7104,1.973333333,3065,0.851388889,59.06604248,28.35428431,1.15322549,12874.15638,13.44083007,2.109411765,12697.63837,135.7093333,11.11966993,112.2917745,734,100.172,113.261,13.089,98.061,-2.111,1.840277778,1.762006536,1.851581699,1.689127451,1.866800654,1.97148366,1.776160131,4453.336,5SR1,5SR2,5Sp,sim
735,11762.326,4128,1.146666667,2284,0.634444444,10.73003509,39.80801316,0.884421053,11836.5469,18.92049561,2.103991228,11994.28278,168.4806535,10.02610526,99.36604825,735,102.906,108.741,5.835,93.941,-8.965,1.769513158,1.720951754,1.733052632,1.538464912,1.867960526,1.905280702,1.718622807,4421.515,5SR2,5SR2,5Sp,sim
736,11763.826,3769,1.046944444,2162,0.600555556,11.30186111,40.87294907,0.915949074,12272.69331,19.42888889,2.103736111,11546.52546,175.8278426,11.25935648,106.685787,736,100.428,85.23,-15.198,82.464,-17.964,1.614787037,1.584893519,1.691643519,1.547925926,1.613361111,1.604324074,1.578222222,4327.546,5SR2,5Sp,5Sp,sim
737,11765.326,6475,1.798611111,2401,0.666944444,16.93444167,36.16686667,0.9162125,12957.27747,17.20022083,2.102795833,11774.93191,186.7188208,11.7237875,125.2503292,737,98.938,96.269,-2.669,98.069,-0.869,1.686554167,1.616308333,1.631854167,1.540333333,1.808329167,1.889954167,1.607983333,4675.343,5SR2,5Sp,5Sp,sim
738,11766.826,3761,1.044722222,2149,0.596944444,11.80264019,42.43033645,0.897065421,13637.34504,20.154,2.105331776,12340.3156,158.8083692,11.66559813,107.310243,738,102.55,99.607,-2.943,100.007,-2.543,1.720514019,1.625369159,1.801471963,1.67053271,1.835336449,1.831051402,1.624051402,4341.849,5SR2,5Sp,5Sp,sim
739,11768.326,5126,1.423888889,2066,0.573888889,12.45400485,42.65195146,0.954364078,13783.9155,20.27676214,2.103495146,12555.21274,172.3046553,8.881854369,98.63709223,739,99.785,93.838,-5.947,94.138,-5.647,1.858796117,1.794723301,1.817601942,1.710072816,1.940543689,2.031116505,1.791563107,4382.115,5SR2,5Sp,5Sp,sim
740,11769.826,4389,1.219166667,2268,0.63,9.845482301,39.58552212,0.713716814,13020.35278,19.07940265,2.064539823,11602.26316,155.4860088,9.62599115,118.1404425,740,101.191,100.775,-0.416,103.375,2.184,1.578853982,1.531424779,1.639154867,1.362707965,1.672146018,1.618278761,1.526283186,4357.578,5SR2,5Sp,5Sp,sim
741,11771.326,3460,0.961111111,2051,0.569722222,10.49047317,44.07247805,0.923209756,13015.91309,21.09550732,2.08922439,11927.59735,178.6518683,9.8126,103.0299854,741,102.72,84.205,-18.515,87.561,-15.159,1.624136585,1.544009756,1.580829268,1.453643902,1.814614634,1.834585366,1.53702439,4496.932,5SR2,5Sp,5Sp,sim
742,11772.826,3780,1.05,2297,0.638055556,15.21027948,38.72379913,0.985375546,13054.12024,18.53458952,2.08928821,11840.08648,179.9911659,11.82382969,122.9495022,742,100.964,109.107,8.143,104.907,3.943,1.647908297,1.54820524,1.654358079,1.519139738,1.842489083,1.838310044,1.550436681,4666.478,5SR2,5Sp,5Sp,sim
743,11774.326,3870,1.075,2172,0.603333333,8.913423963,41.11510599,0.632741935,12803.06379,19.70489401,2.086534562,10998.94904,179.9809908,9.546557604,98.28942857,743,102.475,95.064,-7.411,90.564,-11.911,1.652299539,1.633723502,1.680631336,1.537345622,1.672580645,1.663096774,1.631903226,4329.627,5SR2,5Sp,5Sp,sim
744,11775.826,7952,2.208888889,1925,0.534722222,10.08558333,44.59570833,0.831119792,12750.50467,21.37158333,2.086677083,10831.3969,133.0013333,9.142088542,77.22394792,744,98.808,98.316,-0.492,92.94,-5.868,1.638880208,1.586317708,1.61078125,1.548703125,1.782463542,1.773770833,1.584510417,4338.118,5SR2,5Sp,5Sp,sim
745,11777.326,15161,4.211388889,1865,0.518055556,13.75098378,45.76460541,1.288491892,15041.34555,21.49191892,2.12427027,12405.90771,127.1545405,25.91764865,131.3286595,745,99.538,171.234,71.696,162.033,62.495,1.648891892,1.442524324,1.788313514,1.689843243,1.913524324,1.879281081,1.485659459,4437.392,5SR2,5Sp,5Sp,sim
746,11778.826,23992,6.664444444,1737,0.4825,14.65342775,52.38539306,1.567953757,14416.30894,24.69957803,2.120705202,12935.12052,175.213578,9.795283237,92.79332948,746,102.118,97.86,-4.258,92.848,-9.27,1.651283237,1.431560694,1.816815029,1.823982659,1.941739884,1.866815029,1.489722543,4604.82,5Sp,5Sp,5Sp,nao
747,11780.326,6430,1.786111111,2506,0.696111111,24.574088,36.409064,0.80284,14566.67894,17.210484,2.115072,12350.40873,174.06316,7.659376,98.679928,747,57.553,75.495,17.942,72.495,14.942,1.813344,1.73714,1.889808,1.861372,1.996296,1.882172,1.744172,2625.613,5Sp,5Sp,5Sp,nao
748,11781.826,6803,1.889722222,2546,0.707222222,15.87337402,33.06444488,0.664015748,12654.19464,15.41151969,2.145086614,11202.51141,140.6957008,11.44255906,152.6537047,748,96.641,78.561,-18.08,81.661,-14.98,1.576098425,1.508940945,1.55611811,1.62046063,1.840933071,1.735090551,1.504283465,4508.657,5Sp,5Sp,5Sp,nao
749,11783.326,3854,1.070555556,2338,0.649444444,9.102300429,38.23930472,0.675656652,12715.80301,18.25461803,2.092635193,11256.21624,142.9235494,10.01275536,121.430824,749,100.516,89.993,-10.523,88.22,-12.296,1.637128755,1.596781116,1.617660944,1.628613734,1.834892704,1.744154506,1.589579399,4341.918,5Sp,5Sp,5Sp,nao
750,11784.826,3494,0.970555556,2067,0.574166667,9.487101942,43.20970388,0.860402913,12851.01252,21.04775728,2.052932039,11852.23779,137.6848155,9.476587379,104.2272524,750,99.83,95.78,-4.05,91.78,-8.05,1.756087379,1.683776699,1.804354369,1.701796117,1.936679612,1.856752427,1.679339806,4514.666,5Sp,5Sp,5Sp,nao
751,11786.326,4949,1.374722222,2287,0.635277778,11.30327193,41.45729825,0.841592105,12228.27621,20.19803509,2.052578947,11499.59215,120.436636,10.22594298,107.5976886,751,106.194,94.828,-11.366,88.728,-17.466,1.655732456,1.599486842,1.631377193,1.698074561,1.897850877,1.799421053,1.592631579,4818.259,5Sp,5Sp,5Sp,nao
752,11787.826,5449,1.513611111,1955,0.543055556,11.3859641,43.3586359,1.031466667,12823.50187,21.11121538,2.053953846,12052.26873,104.2884256,6.732953846,57.94335897,752,96.11,88.004,-8.106,82.104,-14.006,1.656025641,1.565020513,1.639441026,1.671692308,1.914051282,1.859958974,1.559323077,4732.812,5SR2,5Sp,5Sp,sim
753,11789.326,5029,1.396944444,2351,0.653055556,13.75546383,38.86877872,0.901540426,13416.80998,18.85453617,2.058497872,11932.11003,156.4625787,10.27650638,90.89598298,753,104.986,103.903,-1.083,99.103,-5.883,1.645119149,1.577910638,1.719731915,1.666685106,1.84112766,1.714931915,1.567846809,4581.207,5SR2,5Sp,5Sp,sim
754,11790.826,10485,2.9125,2383,0.661944444,16.63929832,38.76295798,0.911579832,13932.92951,18.79648739,2.061634454,12420.46391,123.9541681,13.19553782,104.0334034,754,104.945,96.558,-8.387,94.858,-10.087,1.685815126,1.594264706,1.694567227,1.743067227,1.936415966,1.863777311,1.590542017,4800.409,5SR2,5Sp,5Sp,sim
755,11792.326,6870,1.908333333,2095,0.581944444,15.59516746,39.3107512,1.145727273,13869.84451,19.03324402,2.065076555,12066.32013,137.7486172,7.276760766,55.25413397,755,93.587,77.459,-16.128,76.459,-17.128,1.666497608,1.574976077,1.745220096,1.651636364,1.908526316,1.781416268,1.56476555,4701.668,5SR2,5Sp,5Sp,sim
756,11793.826,23098,6.416111111,2320,0.644444444,29.95692208,37.89837229,1.258640693,15218.86058,18.28424242,2.068692641,12623.2075,179.1206753,8.534588745,89.62019913,756,101.706,103.484,1.778,96.617,-5.089,1.75778355,1.601333333,1.837861472,1.909060606,2.093861472,1.984069264,1.607891775,4867.535,5SR2,5Sp,5Sp,sim
757,11795.326,11744,3.262222222,2766,0.768333333,18.1375942,32.14749275,0.953934783,14128.81798,15.3423442,2.09476087,11664.76814,140.268413,11.66676087,151.2709783,757,99.878,98.895,-0.983,94.242,-5.636,1.688536232,1.594800725,1.698782609,1.93676087,1.997608696,1.865938406,1.594391304,4470.178,5SR2,5Sp,5Sp,sim
758,11796.826,4308,1.196666667,2224,0.617777778,12.84778378,41.28156757,0.935247748,14063.04079,18.86989189,2.185405405,12034.31905,76.53722973,9.893864865,106.3645991,758,103.168,95.614,-7.554,89.914,-13.254,1.774986486,1.665581081,1.843085586,1.987747748,2.03368018,1.918878378,1.672472973,4549.356,5SR2,5Sp,5Sp,sim
759,11798.326,16241,4.511388889,1935,0.5375,10.93727979,48.2393886,0.92680829,13478.99193,21.87996373,2.204720207,12050.46468,116.8405855,9.002994819,98.34987047,759,104.571,97.018,-7.553,92.919,-11.652,1.854062176,1.753393782,1.879984456,1.794746114,2.079409326,2.015994819,1.767005181,4473.839,5SR2,5Sp,5Sp,sim
760,11799.826,4797,1.3325,2676,0.743333333,46.65447191,30.75932584,0.631629213,13295.27203,14.53320599,2.101340824,11737.22547,142.9945281,10.09586891,80.59534831,760,95.121,87.344,-7.777,83.944,-11.177,1.69658427,1.668662921,1.671052434,1.662108614,1.840700375,1.785955056,1.660692884,4653.716,5SR2,5Sp,5Sp,sim
761,11801.326,3441,0.955833333,1945,0.540277778,9.146896907,46.10159794,0.834154639,12707.87998,21.92278351,2.102943299,12015.35219,165.8159072,8.133829897,80.35968557,761,101.523,96.918,-4.605,91.218,-10.305,1.650283505,1.648201031,1.671458763,1.670515464,1.714680412,1.650592784,1.630798969,4502.688,5SR2,5Sp,5Sp,sim
762,11802.826,6468,1.796666667,2011,0.558611111,19.56958,44.836375,0.76444,12163.16102,21.30872,2.104205,11411.08633,179.12637,8.295175,74.563365,762,101.249,95.441,-5.808,90.163,-11.086,1.64819,1.623665,1.616275,1.555375,1.798975,1.742775,1.609915,4525.901,5SR2,5Sp,5Sp,sim
763,11804.326,6300,1.75,2458,0.682777778,25.63376327,34.32898776,0.520093878,12563.30782,16.67821224,2.059293878,11133.18196,145.8212122,9.219697959,72.4214449,763,100.26,86.755,-13.505,82.556,-17.704,1.632783673,1.63082449,1.636608163,1.231085714,1.648861224,1.643208163,1.620240816,4532.512,5SR2,5Sp,5Sp,sim
764,11805.826,3522,0.978333333,2067,0.574166667,7.534446602,43.05248544,0.618728155,11931.14168,21.01664078,2.048616505,10948.0695,180.011534,7.582776699,71.39545146,764,100.387,94.31,-6.077,94.431,-5.956,1.641412621,1.637713592,1.644898058,1.260956311,1.662587379,1.652432039,1.630762136,4434.531,5SR2,5Sp,5Sp,sim
765,11807.326,4380,1.216666667,1816,0.504444444,6.744425414,47.31990608,0.641475138,11668.7077,21.80330387,2.169287293,10675.82675,177.5860663,8.926662983,64.80247514,765,100.987,97.513,-3.474,99.141,-1.846,1.650353591,1.635121547,1.646403315,1.319364641,1.684414365,1.688165746,1.631629834,4609.651,5SR2,5SR2,5Sp,sim
