Anel,Progressiva (m),Tempo total anel (s),Tempo total anel (h),Tempo escavacao anel (s),Tempo escavacao anel (h),Energia especifica (MJ/m3) (media),Velocidade de Avanco (mm/min) (media),Torque(MNm) (media),Empuxo (kN) (media),Taxa de Penetracao (mm/rev) (media),Rotacao da Cabeca de Corte (RPM) (media),Forca de Contato (kN) (media),agua Livre (L.min) (media),FER (media),FIR (%) (media),anel,Massa de material escavado (teorica) (ton) (max),Massa de material escavado (balanca 1) (ton) (max),Diferenca  balanca 1 (ton),Massa de material escavado (balanca 2) (ton)  (max),Diferenca  balanca 2 (ton),Pressao de terra (media dos sensores) (bar) (media),Pressao de terra (S1) (bar) (media),Pressao de terra (S2)(bar) (media),Pressao de terra (S3) (bar) (media),Pressao de terra (S4) (bar) (media),Pressao de terra (S5) (bar) (media),Pressao de terra (S6) (bar) (media),Injecao de grout total (L) (max),Material Calota,Material Eixo,Material Base,Face mista
80,10641.2887,23542,6.539444444,2611,0.725277778,40.15796947,30.6885458,2.32260687,21226.81238,15.25029389,1.980343511,14401.17971,0,11.41170229,92.90119466,80,106.285,100.927,-5.358,99.518,-6.767,1.952660305,1.849362595,2.032141221,3.231954198,1.567748092,2.151618321,1.777812977,4641.633,3Ar2,3Ag1,3Ar2,sim
81,10642.7887,59373,16.4925,2783,0.773055556,45.98670144,32.51724101,2.407014388,19790.692,15.59983813,2.100402878,13796.37407,0.211446043,13.27170863,91.41823381,81,118.64,90.549,-28.091,90.239,-28.401,1.97292446,1.858107914,2.029309353,3.993579137,2.404046763,2.183348921,1.820035971,4319.994,3Ar2,3Ag1,3Ar2,sim
82,10644.2887,58798,16.33277778,2709,0.7525,50.20474815,30.75285556,2.304251852,20207.87036,15.16208148,2.034155556,14555.70527,0,10.36528148,80.9764037,82,56.082,55.487,-0.595,55.714,-0.368,1.953648148,1.846437037,2.031818519,3.112462963,2.362514815,2.157081481,1.778314815,2251.709,3Ar2,3Ag1,3Ar2,sim
83,10645.7887,23166,6.435,3433,0.953611111,40.98677843,25.27074636,1.853580175,18763.16957,12.03168222,2.097180758,13601.90825,0.00035277,12.53827697,108.8583469,83,74.699,71.604,-3.095,71.604,-3.095,1.87683965,1.831623907,1.891314869,2.890609329,2.226772595,2.028833819,1.755262391,3243.055,3Ar2,3Ag1,3Ar2,sim
84,10647.2887,92542,25.70611111,2842,0.789444444,48.89525,28.30130986,2.175183099,19711.58247,13.9001831,2.036197183,13648.15186,0.103908451,14.34937324,123.5179683,84,105.19,88.34,-16.85,85.64,-19.55,1.880852113,1.788580986,1.93190493,2.970711268,2.293859155,2.083566901,1.718735915,3861.047,3Ar2,3Ag1,3Ar2,sim
85,10648.7887,34438,9.566111111,2847,0.790833333,57.05134507,29.8730669,2.429880282,19767.73342,15.04205282,1.985556338,13529.72354,0,13.08689085,120.1656127,85,113.501,96.877,-16.624,96.677,-16.824,1.873309859,1.755637324,1.937323944,2.814820423,2.336179577,2.112373239,1.687658451,3272.349,3Ar2,3Ag1,3Ar2,sim
86,10650.2887,43263,12.0175,3637,1.010277778,58.87273278,22.50206336,2.074325069,18739.20034,10.54679614,2.13123416,13087.19884,22.00548485,22.590427,160.7883747,86,111.827,87.343,-24.484,88.211,-23.616,1.892991736,1.794796143,1.94115978,2.969355372,2.327366391,2.112407713,1.722680441,4759.123,3Ar2,3Ag1,3Ar2,sim
87,10651.7887,282694,78.52611111,3188,0.885555556,35.94016614,25.39251724,1.522865204,17111.51315,12.55871473,1.957990596,11138.57024,3.11638558,17.01682759,65.1550627,87,114.138,55.044,-59.094,57.443,-56.695,2.038034483,1.927112853,2.127213166,3.249937304,2.448799373,2.219639498,1.877579937,3952.613,3Ar2,3Ag1,3Ar2,sim
88,10653.2887,46563,12.93416667,3605,1.001388889,68.864675,22.14571389,2.160694444,16988.84105,10.66198889,2.08005,11261.6047,6.242536111,13.82796944,134.5832944,88,106.812,79.281,-27.531,79.458,-27.354,1.901175,1.781633333,1.954133333,2.860125,2.353702778,2.125930556,1.743122222,2225.055,3Ar2,3Ag1,3Ag1,sim
89,10654.7887,18204,5.056666667,3278,0.910555556,44.89445872,26.85839144,2.472452599,16416.86583,13.54487462,1.982862385,12355.98813,29.34417125,17.39900612,107.9534373,89,103.719,94.258,-9.461,96.801,-6.918,1.843920489,1.733957187,1.912275229,3.239510703,2.274721713,2.054360856,1.674021407,3132.517,3Ar2,3Ag1,3Ag1,sim
90,10656.2887,42293,11.74805556,3531,0.980833333,65.14860795,22.35871023,1.723673295,16560.64459,10.28094886,2.156991477,12494.70164,7.171426136,11.72529545,102.4751875,90,48.286,50.262,1.976,51.152,2.866,2.018431818,1.893727273,2.111943182,3.276403409,2.337267045,2.20378125,1.863349432,1293.059,3Ar2,3Ag1,3Ag1,sim
423,11294.326,16771,4.658611111,2510,0.697222222,16.0884881,33.3064246,1.126190476,6263.355683,17.37713095,1.916698413,5266.807369,0,15.60821825,133.0261944,423,94.168,99.288,5.12,100.428,6.26,0.219384921,0.107666667,0.31902381,0.42522619,0.350186508,0.248789683,0.202424603,0,3Ag1,3Ar1,3Ar1,sim
424,11295.826,10725,2.979166667,2973,0.825833333,20.79829293,31.5807138,1.33383165,6982.576128,16.27313805,1.944592593,5738.866236,0,16.35751852,131.4522256,424,105.826,108.868,3.042,125.076,19.25,0.175956229,0.09923569,0.250872054,0.248151515,0.360037037,0.189282828,0.164323232,0,3Ag1,3Ar1,3Ar1,sim
425,11297.326,37607,10.44638889,4858,1.349444444,51.67795876,18.67765361,1.946406186,9896.593491,9.353057732,1.99748866,8039.824835,0,26.73930103,343.9808474,425,104.086,60.938,-43.148,89.052,-15.034,0.203251546,0.118414433,0.340736082,0.277325773,0.294521649,0.159123711,0.194286598,593.206,3Ag1,3Ar1,3Ar1,sim
426,11298.826,7603,2.111944444,4299,1.194166667,56.59048951,19.24998601,2.243207459,13635.21829,9.797778555,1.961871795,11102.81378,13.21979487,22.37483683,211.2823846,426,96.388,60.915,-35.473,79.902,-16.486,0.683258741,0.540848485,0.804979021,0.547289044,0.830037296,0.74027972,0.646888112,13245.537,3Ar1,3Ar1,3Ar1,nao
427,11300.326,7564,2.101111111,4127,1.146388889,74.21941748,21.28576456,2.885621359,14151.98085,10.68428398,2.004567961,11397.96419,91.43075728,16.86423786,136.4174417,427,101.959,64.17,-37.789,66.849,-35.11,0.746075243,0.626262136,0.932621359,0.735228155,0.832451456,0.65631068,0.768771845,6807.967,3Ar1,3Ar1,3Ar1,nao
428,11301.826,10459,2.905277778,2031,0.564166667,30.7444335,42.0863399,1.779812808,12154.19421,21.71257143,1.933438424,9889.495956,109.7496453,11.49131527,86.58653202,428,99.926,104.675,4.749,98.635,-1.291,1.105256158,1.029487685,1.29244335,1.07444335,1.141123153,0.954182266,1.145093596,5004.408,3Ar1,3Ar1,3Ar1,nao
429,11303.326,13038,3.621666667,2466,0.685,22.05688618,34.39705691,1.580154472,12269.25814,17.62794715,1.951227642,9953.01122,0.850520325,11.53811382,74.98158943,429,100.307,76.807,-23.5,77.864,-22.443,1.190219512,1.106544715,1.449601626,1.021056911,1.154780488,0.935406504,1.268585366,4868.912,3Ar1,3Ar1,3Ar1,nao
430,11304.826,6381,1.7725,2581,0.716944444,29.92801938,36.48882171,2.390193798,12873.62942,18.71894961,1.949418605,10873.6527,20.7831938,10.5058062,64.50311628,430,107.957,84.4,-23.557,92.156,-15.801,1.19677907,1.025275194,1.558879845,1.376554264,1.333050388,1.024271318,1.178399225,4642.54,3Ar1,3Ar1,3Ar1,nao
431,11306.326,11359,3.155277778,2115,0.5875,24.62573934,39.29837441,1.979251185,12022.42361,19.76837915,1.987947867,10342.16076,17.48774408,10.12151185,61.46699526,431,95.089,93.943,-1.146,95.891,0.802,1.347189573,1.174530806,1.55778673,1.41028436,1.504350711,1.286018957,1.371056872,4486.38,3Ar1,3Ar1,3Ar1,nao
432,11307.826,9648,2.68,3248,0.902222222,34.15751543,28.86857407,2.084981481,15772.54565,14.53284877,1.986447531,13091.9861,0,9.866635802,69.88551235,432,106.067,78.834,-27.233,81.133,-24.934,1.827882716,1.625012346,2.027314815,1.900333333,2.032339506,1.725521605,1.933817901,4560.36,3Ar1,3Ar1,3Ar1,nao
433,11309.326,11137,3.093611111,2584,0.717777778,31.35579845,34.67384496,2.269077519,15793.53516,16.99334109,2.039089147,13002.00979,0,9.366984496,61.73455814,433,100.765,89.386,-11.379,89.055,-11.71,1.836686047,1.656751938,2.234577519,1.794255814,1.846104651,1.632329457,1.823887597,4763.627,3Ar1,3Ar1,3Ar1,nao
434,11310.826,5404,1.501111111,2411,0.669722222,28.40725311,37.94185892,2.249821577,16859.85969,18.53892116,2.046618257,13505.97489,0,9.198481328,58.14889627,434,103.051,88.707,-14.344,92.094,-10.957,1.88680083,1.674149378,2.052423237,1.823502075,2.029721992,1.858315353,1.962224066,4588.678,3Ar1,3Ar1,3Ar1,nao
435,11312.326,4711,1.308611111,2728,0.757777778,41.57747794,32.73872794,2.619330882,16042.98947,16.00990809,2.042838235,12981.83941,4.169786765,11.175375,65.81837868,435,101.434,82.197,-19.237,79.449,-21.985,1.754819853,1.548966912,2.183786765,1.998466912,1.756139706,1.577363971,1.708584559,4630.759,3Ar1,3Ag2,3Ar1,sim
436,11313.826,6840,1.9,2325,0.645833333,29.06810776,38.7404181,2.262461207,15014.50559,18.88857759,2.051137931,12628.01631,58.14475862,9.072991379,58.42153879,436,101.783,94.483,-7.3,90.589,-11.194,1.843625,1.597375,1.927426724,1.772982759,2.069961207,1.933801724,1.915987069,4402.87,3Ar1,3Ag2,3Ar1,sim
437,11315.326,16283,4.523055556,2473,0.686944444,39.26454251,33.54745344,2.436846154,15493.55775,16.41552632,2.042530364,12076.18495,59.77812146,10.25474899,62.97110931,437,94.739,72.222,-22.517,79.741,-14.998,1.740647773,1.523396761,2.249044534,2.053708502,1.640923077,1.514194332,1.676817814,4532.583,3Ar1,3Ag2,3Ar1,sim
438,11316.826,4310,1.197222222,2339,0.649722222,24.53017521,38.59800427,1.956935897,15077.52827,19.33847009,1.995897436,11834.48574,74.1045812,11.89044872,79.38027778,438,101.528,96.14,-5.388,101.344,-0.184,1.78924359,1.584871795,1.914025641,1.780811966,1.904893162,1.813376068,1.845034188,4205.814,3Ar1,3Ag2,3Ar1,sim
439,11318.326,7029,1.9525,2289,0.635833333,26.04845614,39.26308333,2.195732456,14712.13436,19.68730263,1.994311404,11502.66898,57.73626316,11.40250877,61.45653947,439,100.592,77.904,-22.688,85.4,-15.192,1.684679825,1.45727193,2.031692982,1.799421053,1.714399123,1.626548246,1.6235,4666.069,3Ar1,3Ag2,3Ar1,sim
440,11319.826,5408,1.502222222,2119,0.588611111,24.7484455,42.16807583,2.116990521,15034.16251,21.13464929,1.995241706,12293.39202,94.40066825,8.747061611,58.28918957,440,99.959,99.903,-0.056,104.58,4.621,1.789549763,1.606175355,1.93956872,1.677957346,1.874374408,1.735876777,1.877559242,4124.131,3Ar1,3Ar1,3Ag2,sim
441,11321.326,5515,1.531944444,2235,0.620833333,25.099713,39.53455605,2.02332287,14305.8199,19.86552915,1.988466368,11666.6795,42.3486861,10.41502691,54.29056054,441,101.747,83.002,-18.745,85.426,-16.321,1.691430493,1.479668161,1.9532287,1.582484305,1.76767713,1.672139013,1.659399103,4362.088,3Ar1,3Ar1,3Ag2,sim
442,11322.826,9432,2.62,2522,0.700555556,24.55119522,37.39433068,1.937039841,14926.61598,18.86428685,1.982386454,12593.05591,59.71211155,9.874322709,66.2295498,442,107.53,99.338,-8.192,96.857,-10.673,1.856314741,1.678880478,2.035115538,1.719243028,1.896239044,1.794151394,1.916717131,4195.827,3Ar1,3Ar1,3Ag2,sim
443,11324.326,7344,2.04,2515,0.698611111,30.18976096,35.12991633,2.221482072,15887.00995,17.65586056,1.989697211,13116.6241,28.5810239,9.013394422,57.89005179,443,100.448,84.817,-15.631,82.222,-18.226,1.965262948,1.797653386,2.361187251,1.779792829,1.831155378,1.710816733,1.99052988,4798.422,3Ar1,3Ar1,3Ag2,sim
444,11325.826,16286,4.523888889,2848,0.791111111,34.37557042,31.40313732,2.151802817,16094.74868,15.63590493,2.00859507,13561.72794,25.13684155,8.543390845,64.53646831,444,101.583,89.263,-12.32,86.433,-15.15,2.124746479,2.003035211,2.364742958,1.59093662,2.004471831,1.807380282,2.324566901,4435.815,3Ar1,3Ar1,3Ag2,sim
445,11327.326,5140,1.427777778,2231,0.619722222,26.87705381,38.10647085,2.064035874,16374.29404,18.85761435,2.018152466,13338.10871,14.8476861,9.807255605,55.4598565,445,100.061,88.514,-11.547,91.14,-8.921,2.070704036,1.936977578,2.413977578,1.642399103,1.92341704,1.8042287,2.12732287,5074.385,3Ar1,3Ar1,3Ag2,sim
446,11328.826,7386,2.051666667,2253,0.625833333,27.8346,38.36569778,2.156471111,16212.72263,19.49900889,1.969195556,13455.29476,2.018666667,9.231426667,56.51759556,446,100.921,85.235,-15.686,90.29,-10.631,1.976417778,1.792222222,2.212413333,1.808311111,1.979204444,1.795235556,2.106022222,4829.353,3Ar1,3Ar1,3Ag2,sim
447,11330.326,17114,4.753888889,2486,0.690555556,31.45239113,34.14516935,1.876975806,14883.84345,16.74244758,2.038794355,12592.95442,16.15922177,10.3156371,74.11310887,447,97.388,86.241,-11.147,87.857,-9.531,1.772512097,1.630326613,2.137016129,1.513806452,1.596991935,1.497254032,1.82521371,4642.916,3Ar1,3Ar1,3Ag2,sim
448,11331.826,167600,46.55555556,3941,1.094722222,24.11645178,21.86378173,0.71048731,14543.29209,14.04902284,2.035951777,12220.67519,16.37186802,10.43969036,92.57364975,448,99.738,32.146,-67.592,64.412,-35.326,1.656474619,1.419121827,1.89230203,1.717946701,1.865659898,1.704766497,1.609456853,4580.512,3Ar1,3Ar1,3Ag2,sim
449,11333.326,8250,2.291666667,2772,0.77,14.80087365,35.54107942,1.110584838,13898.38913,17.30413718,2.053927798,12693.12656,0,11.08630686,73.32354152,449,111.846,100.852,-10.994,109.295,-2.551,1.76032852,1.512805054,1.973054152,1.617732852,2.049126354,1.857696751,1.697382671,4933.995,3Ar1,3Ar1,3Ag2,sim
450,11334.826,8960,2.488888889,2115,0.5875,15.22489573,38.82532227,1.230725118,15035.35546,18.98580569,2.044985782,13459.34242,0,9.772924171,55.4774218,450,93.398,80.692,-12.706,84.839,-8.559,1.801293839,1.60321327,2.08164455,1.598815166,1.915203791,1.724829384,1.795521327,4863.81,3Ar1,3Ar1,3Ag2,sim
451,11336.326,9771,2.714166667,2636,0.732222222,21.31324335,33.3316616,1.397813688,15891.4507,17.05112928,1.954885932,14017.74646,11.54559316,9.431292776,52.78814449,451,99.336,78.069,-21.267,97.2,-2.136,1.788596958,1.541034221,2.013110266,1.629452471,1.992661597,1.801969582,1.798022814,4612.745,3Ar1,3Ar1,3Ag2,sim
452,11337.826,5399,1.499722222,3057,0.849166667,19.51410492,29.65254426,1.460436066,15557.08965,15.23805246,1.628459016,14142.65724,64.71236066,9.502059016,43.2424623,452,102.364,87.266,-15.098,99.055,-3.309,1.747993443,1.513511475,2.151111475,1.261619672,1.731603279,1.635891803,1.691213115,4039.219,3Ar1,3Ar1,3Ag2,sim
453,11339.326,27927,7.7575,2653,0.736944444,29.78883019,35.23313962,2.119135849,15680.64185,17.17070566,2.052320755,14232.90213,0,11.56272453,69.23576604,453,106.619,85.107,-21.512,94.905,-11.714,1.935958491,1.714739623,2.240769811,1.778833962,1.956615094,1.805064151,1.983226415,5461.281,3Ar1,3Ar1,3Ag2,sim
454,11340.826,4640,1.288888889,2292,0.636666667,24.50138865,39.31487336,1.937620087,16462.02308,18.54484279,2.119956332,14879.68414,0,11.46948908,58.54539301,454,102.05,88.449,-13.601,104.938,2.888,1.928266376,1.786039301,2.379030568,1.325982533,1.695628821,1.572550218,1.975135371,4822.333,3Ar1,3Ar1,3Ag2,sim
455,11342.326,4284,1.19,2204,0.612222222,22.73064545,40.21729091,1.854363636,16083.62702,19.6923,2.042359091,14896.10974,1.387,10.84911364,56.30057727,455,100.304,86.22,-14.084,89.958,-10.346,2.0392,1.857395455,2.311681818,1.422995455,1.944609091,1.801586364,2.18525,4970.93,3Ar1,3Ar1,3Ag2,sim
456,11343.826,5955,1.654166667,2181,0.605833333,24.5315367,41.10745413,1.98093578,15586.67146,19.64548624,2.09243578,14500.59659,0,11.01730734,56.76191284,456,100.456,92.759,-7.697,91.124,-9.332,1.988536697,1.792394495,2.362261468,1.719385321,1.944215596,1.822376147,1.977477064,4925.584,3Ar1,3Ar1,3Ag2,sim
457,11345.326,5001,1.389166667,2593,0.720277778,73.2785444,32.4613166,1.96284556,14308.10294,15.81363707,2.040208494,12890.38477,97.26852124,10.28218533,55.12368726,457,95.756,83.096,-12.66,85.276,-10.48,1.750644788,1.508976834,1.896976834,1.542779923,1.901501931,1.755312741,1.841235521,4569.072,3Ar1,3Ar1,3Ag2,sim
458,11346.826,6819,1.894166667,2309,0.641388889,21.1978913,40.81497826,1.815886957,14291.12295,19.9468087,2.046226087,13355.78477,96.8330913,11.22480435,52.67897826,458,106.49,101.686,-4.804,102.703,-3.787,1.748904348,1.548678261,2.143604348,1.64833913,1.698321739,1.588813043,1.71316087,4033.87,3Ar1,3Ar1,3Ag2,sim
459,11348.326,3780,1.05,1972,0.547777778,18.14390863,42.37951777,1.604390863,14192.93281,20.87168528,2.030426396,13516.79609,85.5165736,11.02430457,50.49502538,459,94.686,85.319,-9.367,95.615,0.929,1.753431472,1.531395939,1.934675127,1.597274112,1.873106599,1.786913706,1.761162437,4187.313,3Ar1,3Ar1,3Ag2,sim
460,11349.826,5240,1.455555556,2372,0.658888889,18.61464407,37.0975339,1.396944915,13435.33394,17.97809746,2.063516949,13478.46069,24.65026695,10.78024576,50.32186441,460,99.555,96.904,-2.651,101.017,1.462,1.779631356,1.594991525,1.940059322,1.686,1.90209322,1.815487288,1.767838983,4811.77,3Ar1,3Ar1,3Ag2,sim
461,11351.326,12272,3.408888889,2355,0.654166667,25.27728511,37.31273191,1.540174468,14144.13021,19.39364255,1.985076596,13873.59826,18.47604255,11.02954043,46.24768511,461,102.046,83.27,-18.776,90.209,-11.837,1.736340426,1.503378723,1.94333617,1.918889362,1.936468085,1.821757447,1.676246809,4116.012,3Ar1,3Ar1,3Ag2,sim
462,11352.826,4710,1.308333333,2137,0.593611111,21.32192019,41.29043662,1.913023474,14913.10906,21.03961033,1.962446009,14747.73851,22.71944601,11.11565258,45.98674178,462,100.242,77.475,-22.767,88.07,-12.172,1.794539906,1.528220657,1.989788732,1.761464789,2.007507042,1.863042254,1.796225352,4116.346,3Ar1,3Ar1,3Ag2,sim
463,11354.326,10338,2.871666667,2156,0.598888889,22.60774299,41.20415888,1.841406542,14722.82369,20.61779907,1.99753271,14251.08617,56.98034579,10.46527103,47.80247196,463,102.756,91.995,-10.761,101.315,-1.441,1.742775701,1.52214486,2.065509346,1.716149533,1.785313084,1.680158879,1.702285047,4502.118,3Ar1,3Ar1,3Ag2,sim
464,11355.826,6034,1.676111111,2426,0.673888889,25.47503306,37.61184711,1.542979339,16256.35635,18.09204132,2.076214876,15494.1529,0,9.269528926,49.29891736,464,106.363,92.936,-13.427,101.073,-5.29,2.173950413,1.963466942,2.443363636,2.04064876,2.228714876,2.048570248,2.239508264,4287.814,3Ar1,3Ar1,3Ag2,sim
465,11357.326,17639,4.899722222,2548,0.707777778,27.7134252,34.77708268,1.307783465,16404.48466,16.5302126,2.103874016,15725.63274,9.825389764,8.710110236,51.40805512,465,100.993,88.209,-12.784,108.816,7.823,2.133653543,1.992988189,2.50069685,2.144346457,2.038740157,1.856346457,2.18442126,4132.321,3Ar1,3Ar1,3Ag2,sim
466,11358.826,42427,11.78527778,2531,0.703055556,22.62463241,34.41603162,1.232865613,16749.29569,16.49924111,2.084525692,15094.57886,9.006462451,9.871505929,54.36135573,466,100.844,79.016,-21.828,88.959,-11.885,2.060466403,1.933130435,2.455620553,1.587173913,1.91812253,1.727225296,2.12512253,3478.088,3Ar1,3Ar1,3Ag2,sim
467,11360.326,5290,1.469444444,2045,0.568055556,16.71268137,39.8432402,1.189607843,14180.11713,19.72336275,2.020171569,12579.53226,44.13379412,10.50678922,47.43719608,467,93.618,101.74,8.122,92.582,-1.036,1.693186275,1.477681373,1.890426471,1.681352941,1.866254902,1.729098039,1.675362745,4511.489,3Ar1,3Ar1,3Ag2,sim
468,11361.826,6839,1.899722222,2274,0.631666667,11.90818062,39.9147489,1.001563877,12577.06833,19.86955507,2.008863436,12493.1665,1.310449339,11.37592952,49.92075771,468,102.215,100.506,-1.709,97.491,-4.724,1.61014978,1.406136564,1.822211454,1.756947137,1.797339207,1.655788546,1.556110132,4437.372,3Ar1,3Ar1,3Ag2,sim
469,11363.326,10277,2.854722222,2189,0.608055556,13.7582844,43.48137615,1.3365,12983.95982,22.52748165,1.930119266,13156.24853,14.04664679,10.65218349,45.47418807,469,107.334,106.782,-0.552,102.112,-5.222,1.57403211,1.377174312,1.845995413,1.699082569,1.727123853,1.547004587,1.525366972,4858.494,3Ar1,3Ar1,3Ag2,sim
470,11364.826,5241,1.455833333,2490,0.691666667,23.09783065,37.87175403,1.724282258,15796.93912,19.03775,1.99133871,15492.82433,53.28988306,9.252112903,50.58425806,470,106.147,94.575,-11.572,90.216,-15.931,2.012520161,1.800125,2.451540323,1.766415323,2.035120968,1.816129032,1.983245968,4829.715,3Ar1,3Ar1,3Ag2,sim
471,11366.326,3853,1.070277778,2008,0.557777778,17.9904,42.272465,1.389625,13208.52665,20.757285,2.031615,14156.21159,48.923965,8.67049,41.528905,471,95.435,93.241,-2.194,87.407,-8.028,1.93625,1.706445,2.091125,1.86692,2.158225,1.93833,2.00782,4587.574,3Ar1,3Ar1,3Ag2,sim
472,11367.826,9443,2.623055556,2093,0.581388889,15.81333971,43.91033971,1.404535885,13005.34781,21.2414067,2.067129187,13886.30277,52.37390431,8.945019139,42.65804306,472,103.387,97.148,-6.239,92.838,-10.549,2.002440191,1.74623445,2.188861244,1.886296651,2.184014354,2.0385311,2.036358852,4286.857,3Ar1,3Ar1,3Ag2,sim
473,11369.326,3781,1.050277778,2114,0.587222222,18.91072038,41.86125592,1.604037915,14487.48358,20.09787678,2.080862559,14431.52206,36.0071564,8.514341232,41.68904265,473,99.568,91.302,-8.266,94.616,-4.952,1.97128436,1.792331754,2.392061611,1.914976303,1.900824645,1.744545024,1.956312796,4585.609,3Ar1,3Ar1,3Ag2,sim
474,11370.826,3370,0.936111111,1951,0.541944444,18.32909744,45.24501538,1.636035897,13942.86513,21.41300513,2.113005128,14378.07381,23.07747179,8.879492308,41.81956923,474,99.796,91.565,-8.231,90.042,-9.754,1.979994872,1.732251282,2.162205128,1.885097436,2.157902564,1.991487179,2.033974359,4553.213,3Ar1,3Ar1,3Ag2,sim
475,11372.326,3835,1.065277778,1892,0.525555556,18.30671958,47.59527513,1.767846561,14130.31205,22.62941799,2.103322751,14382.35113,32.40321164,8.888222222,40.90632804,475,101.186,96.026,-5.16,94.735,-6.451,1.929761905,1.697312169,2.373063492,1.925460317,1.932455026,1.792835979,1.855915344,4652.165,3Ar1,3Ar1,3Ag2,sim
476,11373.826,7246,2.012777778,2023,0.561944444,19.2599505,43.83020792,1.651435644,14204.08954,20.53962871,2.131772277,14383.88157,83.48900495,8.936534653,41.27790099,476,101.53,96.424,-5.106,97.536,-3.994,1.955465347,1.704648515,2.106678218,1.889539604,2.166326733,1.987133663,2.024475248,4877.632,3Ar1,3Ar1,3Ag2,sim
477,11375.326,5244,1.456666667,2158,0.599444444,22.5188,38.62274884,1.518586047,13098.00889,19.23894884,2.007502326,13596.39331,17.06590698,9.532130233,45.68183721,477,94.903,83.783,-11.12,90.61,-4.293,1.682916279,1.439604651,2.134204651,2.027367442,1.710669767,1.568376744,1.589037209,5405.536,3Ar1,3Ar1,3Ag2,sim
478,11376.826,6511,1.808611111,2167,0.601944444,17.45384722,41.01655556,1.382537037,11743.73401,19.75929167,2.076458333,11721.17682,35.18795833,9.249319444,45.05845833,478,102.509,96.053,-6.456,94.586,-7.923,1.696541667,1.449648148,2.087037037,1.970490741,1.778143519,1.636986111,1.613712963,5202.376,3Ar1,3Ar1,3Ag2,sim
479,11378.326,3969,1.1025,1764,0.49,11.53861932,49.73415341,1.210267045,11746.68761,24.53935227,2.026693182,11338.79274,12.94953409,9.331386364,41.68117614,479,99.859,95.974,-3.885,91.694,-8.165,1.702232955,1.422005682,1.876903409,1.643204545,1.929034091,1.790590909,1.719454545,4628.293,3Ar1,3Ar1,3Ag2,sim
480,11379.826,12792,3.553333333,2014,0.559444444,14.03286567,44.4778806,1.34761194,11918.33215,22.45523383,1.980716418,11298.15396,47.76642786,9.356373134,43.653199,480,102.39,94.276,-8.114,91.649,-10.741,1.720338308,1.461343284,2.129159204,1.908840796,1.76419403,1.649208955,1.639721393,4883.888,3Ar1,3Ar1,3Ag2,sim
481,11381.326,3769,1.046944444,1926,0.535,13.48666146,46.12602604,1.305515625,12233.52654,22.51894792,2.048244792,11152.97071,32.93276563,9.376609375,44.61045833,481,100.715,98.102,-2.613,98.8,-1.915,1.713489583,1.444171875,1.88609375,1.73284375,1.917348958,1.789234375,1.734536458,4446.082,3Ar1,3Ar1,3Ag2,sim
482,11382.826,3750,1.041666667,2024,0.562222222,19.67264356,43.87625248,1.610133663,12683.71948,22.42865347,1.957940594,11332.15286,80.76060891,9.774935644,47.60622277,482,101.088,97.245,-3.843,94.197,-6.891,1.632386139,1.434767327,2.049386139,1.917470297,1.589287129,1.469029703,1.577252475,4604.832,3Ar1,3Ar1,3Ag2,sim
483,11384.326,3671,1.019722222,2000,0.555555556,17.56733668,44.0901005,1.506718593,12499.38985,21.90607538,2.012819095,11065.65605,57.61635176,9.748974874,51.80470854,483,100.903,100.096,-0.807,93.744,-7.159,1.567281407,1.368773869,1.839673367,1.74061809,1.601819095,1.499452261,1.560527638,4730.11,3Ar1,3Ar1,3Ag2,sim
484,11385.826,8533,2.370277778,2049,0.569166667,15.3784902,46.84939706,1.532191176,12062.62921,23.01043137,2.037004902,11260.0117,55.03015686,9.048318627,48.03873529,484,107.369,100.157,-7.212,95.863,-11.506,1.670098039,1.439490196,1.826514706,1.627294118,1.811867647,1.690534314,1.723323529,4850.225,3Ar1,3Ar1,3Ag2,sim
485,11387.326,5481,1.5225,2199,0.610833333,22.76317808,41.73521461,1.837675799,13641.18125,19.42388584,2.154616438,12087.1841,137.5879041,8.864771689,44.48568037,485,103.581,93.56,-10.021,93.711,-9.87,1.826926941,1.635013699,2.255561644,1.980388128,1.718269406,1.610598174,1.806639269,4965.117,3Ar1,3Ar1,3Ag2,sim
486,11388.826,5474,1.520555556,2732,0.758888889,51.77158242,32.15221612,1.98992674,12826.47675,15.57198901,2.060194139,11299.3873,110.6961978,10.36296337,64.03423077,486,100.343,90.146,-10.197,86.359,-13.984,1.706216117,1.532076923,2.107714286,1.892912088,1.593461538,1.411820513,1.774010989,4643.567,3Ar1,3Ar1,3Ag2,sim
487,11390.326,9948,2.763333333,2770,0.769444444,37.27745652,32.05013406,1.583666667,12598.36832,15.49361232,2.066177536,10992.04617,89.90875725,12.92364493,107.5193949,487,99.808,91.952,-7.856,83.288,-16.52,1.760228261,1.546884058,2.101807971,1.994278986,1.804818841,1.657228261,1.735336957,4962.665,3Ar1,3Ar1,3Ag2,sim
488,11391.826,9770,2.713888889,2379,0.660833333,27.03557806,36.99924051,1.535624473,12463.13581,17.67216034,2.093700422,11194.55455,61.38823629,9.398603376,64.67719409,488,99.681,93.754,-5.927,86.54,-13.141,1.741421941,1.521962025,1.966860759,1.282468354,1.829388186,1.687367089,1.7892827,4878.249,3Ar1,3Ar1,3Ag2,sim
