Anel,Progressiva (m),Tempo total anel (s),Tempo total anel (h),Tempo escavacao anel (s),Tempo escavacao anel (h),Energia especifica (MJ/m3) (media),Velocidade de Avanco (mm/min) (media),Torque(MNm) (media),Empuxo (kN) (media),Taxa de Penetracao (mm/rev) (media),Rotacao da Cabeca de Corte (RPM) (media),Forca de Contato (kN) (media),agua Livre (L.min) (media),FER (media),FIR (%) (media),Massa de material escavado (teorica) (ton) (max),Massa de material escavado (balanca 1) (ton) (max),Diferenca  balanca 1 (ton),Massa de material escavado (balanca 2) (ton)  (max),Diferenca  balanca 2 (ton),Pressao de terra (media dos sensores) (bar) (media),Pressao de terra (S1) (bar) (media),Pressao de terra (S2)(bar) (media),Pressao de terra (S3) (bar) (media),Pressao de terra (S4) (bar) (media),Pressao de terra (S5) (bar) (media),Pressao de terra (S6) (bar) (media),Injecao de grout total (L) (max),Material Calota,Material Eixo,Material Base,Mat,Material,Composicao da frente,Materiais na frente,Torque/Forca de contato,S1-S2,S1-S3
1146,12501.5,9507,2.640833333,2678,0.743888889,51.84972388,33.92886567,3.040787313,14160.40757,14.39093284,2.360716418,10850.22057,158.1912537,13.24590299,129.1977687,118.803,95.95,-22.853,82.057,-36.746,1.289052239,1.21766791,1.32655597,1.554414179,1.582048507,1.436126866,1.175794776,5317.808,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,29.99383005,-0.10888806,-0.336746269
1147,12503,5480,1.522222222,2137,0.593611111,45.00957746,41.32182629,3.274347418,14220.70804,17.48892019,2.363004695,11154.33069,179.9707746,9.655680751,102.6837277,106.697,83.588,-23.109,87.295,-19.402,1.249591549,1.174492958,1.314126761,1.550802817,1.481215962,1.363314554,1.146403756,5062.416,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,33.20286718,-0.139633803,-0.376309859
1148,12504.5,4951,1.375277778,2482,0.689444444,54.20147177,35.07040726,3.333322581,13862.51335,14.85256855,2.361350806,11094.42558,151.0300565,11.35617339,110.2990645,114.297,86.33,-27.967,93.78,-20.517,1.188451613,1.095959677,1.240237903,1.444637097,1.474080645,1.344721774,1.072778226,6198.008,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,33.61936301,-0.144278226,-0.34867742
1149,12506,5778,1.605,2772,0.77,56.36698556,31.94932852,3.163259928,13429.48394,13.52691336,2.361400722,10309.74942,138.1887004,11.76386282,128.427296,111.752,84.929,-26.823,82.951,-28.801,1.032765343,0.939169675,1.093111913,1.358685921,1.330314079,1.183194946,0.915458484,7912.368,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,29.64765201,-0.153942238,-0.419516246
1150,12507.5,10513,2.920277778,2717,0.754722222,62.12447232,31.38743911,3.278051661,13625.66235,13.29272694,2.361704797,10773.45973,147.2273542,11.78773801,129.4323469,109.506,92.482,-17.024,88.735,-20.771,1.042453875,0.938143911,1.102852399,1.323125461,1.327800738,1.199206642,0.929317343,7163.927,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,32.10541597,-0.164708488,-0.38498155
1151,12509,7127,1.979722222,3007,0.835277778,52.74980333,28.99908333,2.932943333,14264.80254,14.49038333,2.001383333,10262.17614,73.43232,13.29401,162.4631567,111.166,91.166,-20,84.648,-26.518,0.961636667,0.88704,1.016386667,1.222913333,1.143806667,1.068846667,0.874346667,5314.489,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,27.36216463,-0.129346667,-0.335873333
1152,12510.5,10519,2.921944444,2705,0.751388889,51.52932593,31.39789259,3.097822222,14295.0657,15.69392963,2.000651852,10079.83539,111.8443481,12.90278519,152.9582667,112.253,93.484,-18.769,86.113,-26.14,1.026222222,0.938359259,1.076355556,1.3366,1.337185185,1.186666667,0.903462963,5219.633,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,28.38685279,-0.137996297,-0.398240741
1153,12512,16482,4.578333333,3016,0.837777778,54.65858472,28.41022924,2.910086379,14157.13445,14.19172425,2.001986711,10293.60644,136.2687309,12.60988372,192.4562027,110.604,92.126,-18.478,83.936,-26.668,0.993129568,0.941501661,1.004421927,1.305495017,1.308116279,1.124172757,0.902079734,4980.892,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,27.23207627,-0.062920266,-0.363993356
1154,12513.5,23962,6.656111111,3232,0.897777778,68.14007764,27.3703882,3.024819876,15632.98816,12.15553416,2.215012422,10707.21997,121.7415155,14.55749379,177.3315062,117.027,108.979,-8.048,100.24,-16.787,1.084487578,0.988596273,1.122549689,1.458673913,1.440071429,1.276409938,0.950559006,6011.517,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,29.44310162,-0.133953416,-0.47007764
1155,12515,4069,1.130277778,2467,0.685277778,52.74557317,35.16629268,3.236479675,15592.8293,15.08237805,2.33154065,11017.06872,128.9909715,11.51735366,119.7334268,109.734,92.641,-17.093,85.943,-23.791,1.040296748,0.954235772,1.106337398,1.391264228,1.311556911,1.16748374,0.933195122,4989.987,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,32.41501726,-0.152101626,-0.437028456
1156,12516.5,16839,4.6775,2796,0.776666667,49.88705735,36.83710753,3.302731183,14737.68614,15.80410036,2.331060932,10140.47709,129.0120681,12.58263082,116.6884624,131.775,111.576,-20.199,106.047,-25.728,0.997035842,0.927293907,1.031602151,1.245476703,1.247942652,1.131620072,0.89755914,5287.297,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,30.446609,-0.104308244,-0.318182796
1157,12518,7020,1.95,2340,0.65,58.28454506,31.36893133,3.239592275,16065.66026,13.2998927,2.358746781,11221.252,129.0130429,10.80022747,124.173515,93.648,73.106,-20.542,67.553,-26.095,1.162978541,1.054665236,1.240991416,1.548841202,1.451188841,1.310497854,1.045918455,4617.275,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,33.04752845,-0.18632618,-0.494175966
1158,12519.5,8524,2.367777778,3613,1.003611111,71.12639612,24.72760388,3.195509695,15818.52986,12.08168975,2.051210526,10394.4856,76.90800554,20.94080055,247.2032881,123.493,109.252,-14.241,104.178,-19.315,1.061747922,0.994296399,1.103850416,1.293545706,1.271415512,1.17832133,0.970623269,4881.406,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,30.19607228,-0.109554017,-0.299249307
1159,12521,6651,1.8475,2540,0.705555556,66.33194466,29.53759684,3.313972332,15347.6428,14.45642688,2.041699605,10390.47549,59.6868419,12.01961265,164.4313518,100.558,87.12,-13.438,81.312,-19.246,1.043217391,1.002537549,1.058407115,1.324324111,1.264023715,1.149426877,0.962450593,4954.32,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,31.30340754,-0.055869566,-0.321786562
1160,12522.5,7867,2.185277778,2924,0.812222222,51.80803082,29.65161301,3.162876712,14698.73594,14.77256507,2.005109589,10000.63934,78.28488699,14.07771233,161.6434041,113.58,94.677,-18.903,87.919,-25.661,1.007434932,0.972373288,1.036705479,1.275202055,1.235383562,1.093157534,0.927589041,5022.661,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,28.75526298,-0.064332191,-0.302828767
1161,12524,6858,1.905,3233,0.898055556,59.01400311,24.58262112,3.065978261,14647.95157,12.22345342,2.012372671,9588.022512,90.54999068,14.00164596,188.1953882,108.56,97.306,-11.254,87.684,-20.876,1.011987578,0.944888199,1.061574534,1.258959627,1.244754658,1.133801242,0.90739441,5121.544,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.72424417,-0.116686335,-0.314071428
1162,12525.5,6242,1.733888889,3223,0.895277778,59.38777329,27.66523602,3.008521739,14741.9383,13.30177019,2.079931677,9545.503503,75.61748137,13.36686335,167.3642422,114.347,99.716,-14.631,91.206,-23.141,1.06131677,1.012232919,1.098791925,1.226102484,1.248195652,1.157602484,0.976618012,4637.343,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.10714073,-0.086559006,-0.213869565
1163,12527,7126,1.979444444,2799,0.7775,56.19030824,31.47629032,3.222516129,15247.52763,15.12572043,2.08090681,9774.869097,77.22741577,11.87553763,156.4576631,111.9,90.804,-21.096,82.672,-29.228,1.062917563,0.986297491,1.12602509,1.374820789,1.292573477,1.177458781,0.961899642,5084.231,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,28.63606666,-0.139727599,-0.388523298
1164,12528.5,5756,1.598888889,3550,0.986111111,62.15000565,24.87377401,2.88820904,13941.83913,10.8725452,2.288677966,8755.054449,137.0125678,32.02425989,356.4710621,113.376,200.973,87.597,180.01,66.634,1.015926554,0.998799435,1.03559322,1.144584746,1.171463277,1.079759887,0.949514124,5673.956,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,22.98766128,-0.036793785,-0.145785311
1165,12530,4799,1.333055556,2810,0.780555556,51.622125,32.39628214,3.071171429,13211.52791,13.94503571,2.321882143,9109.662018,174.6111393,13.20546429,128.3429536,116.021,103.332,-12.689,96.37,-19.651,0.955567857,0.963007143,0.953525,1.082467857,1.049810714,0.994132143,0.911717857,4641.408,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,25.43393974,0.009482143,-0.119460714
1166,12531.5,6600,1.833333333,2074,0.576111111,51.66614976,39.72715459,3.213980676,13565.0742,16.91547343,2.348425121,9994.303551,180.0046812,11.64675845,98.11464251,105.373,81.746,-23.627,77.021,-28.352,0.956193237,0.894874396,1.009903382,1.266666667,1.16294686,1.059966184,0.860101449,4428.693,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,29.20136226,-0.115028986,-0.371792271
1167,12533,4642,1.289444444,2572,0.714444444,51.97848638,33.55440467,3.196673152,12117.28046,14.30354086,2.345610895,9875.932121,178.5286732,12.74544358,127.1815253,112.817,96.255,-16.562,86.673,-26.144,1.075922179,0.999626459,1.119350195,1.304178988,1.313124514,1.200918288,0.983669261,5347.394,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,28.70011551,-0.119723736,-0.304552529
1168,12534.5,9155,2.543055556,2780,0.772222222,61.24802158,30.52407914,3.236017986,13141.36522,13.00677698,2.346769784,11221.69866,177.3721187,12.83779496,131.7006727,109.279,93.328,-15.951,87.52,-21.759,1.221485612,1.151913669,1.27168705,1.450428058,1.396316547,1.324305755,1.138057554,4707.079,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,33.01238063,-0.119773381,-0.298514389
1169,12536,4245,1.179166667,2617,0.726944444,52.09385441,32.64952874,3.084233716,12741.31067,13.91856705,2.345835249,11319.33521,179.9905211,12.15108429,122.5640958,109.44,89.99,-19.45,86.4,-23.04,1.186371648,1.129605364,1.230367816,1.385766284,1.322678161,1.272605364,1.112701149,5950.906,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,31.73770482,-0.100762452,-0.25616092
1170,12537.5,12124,3.367777778,2456,0.682222222,48.89113061,36.62819592,3.183371429,12058.56864,15.61796735,2.345216327,10776.09845,178.7317755,12.22278367,111.3175306,118.592,94.97,-23.622,95.347,-23.245,1.093065306,1.021073469,1.14,1.273236735,1.310314286,1.202371429,1.008734694,4890.168,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,31.18574902,-0.118926531,-0.252163266
1171,12539,5806,1.612777778,2161,0.600277778,53.91673611,35.31782407,3.283837963,12276.05578,16.13154167,2.176263889,10299.27647,146.998088,14.30999537,122.4668241,105.933,80.264,-25.669,86.492,-19.441,1.092064815,1.009,1.14924537,1.364162037,1.300458333,1.205453704,1.00450463,4980.959,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,30.7465046,-0.14024537,-0.355162037
1172,12540.5,5149,1.430277778,2570,0.713888889,47.39532813,31.39216797,3.234425781,12162.61094,16.22417969,1.934871094,10554.47751,111.0159063,13.39504297,138.0398242,107.527,90.806,-16.721,97.407,-10.12,1.053839844,0.996386719,1.104128906,1.320445313,1.259410156,1.142121094,0.972773438,4829.69,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,31.03424924,-0.107742187,-0.324058594
1173,12542,37114,10.30944444,2964,0.823333333,51.16337162,28.95990541,3.046179054,13016.84773,14.98203378,1.932952703,10892.39941,84.61646284,15.52885811,135.1936014,111.768,87.011,-24.757,106.627,-5.141,1.163800676,1.10672973,1.204293919,1.346445946,1.330902027,1.253706081,1.090405405,4946.459,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,30.16381721,-0.097564189,-0.239716216
1174,12543.5,13301,3.694722222,2743,0.761944444,69.83359489,30.33151825,2.856890511,13048.37123,12.2469781,2.47550365,10113.8659,137.2534891,33.40405474,244.706208,113.542,186.555,73.013,221.54,107.998,1.109594891,1.079507299,1.123624088,1.386981752,1.355273723,1.197923358,1.037083942,7087.831,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.26746138,-0.044116789,-0.307474453
1175,12545,8099,2.249722222,2931,0.814166667,54.90899315,29.81414041,2.807109589,12808.10347,12.10659932,2.462863014,9939.612438,176.7610445,11.00541781,104.9760548,111.971,97.594,-14.377,113.686,1.715,1.110510274,1.137089041,1.102202055,1.222982877,1.184390411,1.113541096,1.089202055,4876.527,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,25.36507399,0.034886986,-0.085893836
1176,12546.5,24750,6.875,2926,0.812777778,51.55397945,28.92917808,2.888972603,12465.98398,13.47582534,2.157184932,9578.383592,73.96440068,18.00957877,174.3594315,109.712,64.646,-45.066,60.71,-49.002,0.985356164,0.949027397,1.006729452,1.21919863,1.198027397,1.066794521,0.91880137,5523.254,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,25.1560798,-0.057702055,-0.270171233
1177,12548,8345,2.318055556,3213,0.8925,58.67442991,26.17801558,3.292404984,13772.66245,13.10034891,1.997894081,10217.06635,124.3218723,13.9572243,141.7352399,113.648,95.424,-18.224,90.507,-23.141,1.116342679,1.02676324,1.16671028,1.389943925,1.424373832,1.272545171,0.999401869,5073.572,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,30.5806547,-0.13994704,-0.363180685
1178,12549.5,5757,1.599166667,2809,0.780277778,54.66191429,28.43993214,3.148635714,13720.84237,13.86419643,2.05255,9985.947586,134.3685821,14.08784286,140.5745071,110.132,0,-110.132,86.245,-23.887,1.100525,1.042207143,1.144785714,1.268596429,1.303082143,1.193278571,1.021742857,5172.011,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,28.58373746,-0.102578571,-0.226389286
1179,12551,20962,5.822777778,3594,0.998333333,65.49152925,24.48450696,3.161727019,13191.75337,11.38771309,2.152777159,9702.783641,130.9768997,14.65340669,155.8408663,113.471,95.497,-17.974,92.045,-21.426,0.998300836,0.958116992,1.037325905,1.151896936,1.125707521,1.064763231,0.932938719,7101.314,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,27.88868472,-0.079208913,-0.193779944
1180,12552.5,4839,1.344166667,2656,0.737777778,71.16363019,31.76473208,3.123573585,12830.27696,12.29864528,2.5884,9657.870177,165.2613208,11.97373962,116.4639057,108.819,96.71,-12.109,90.295,-18.524,1.104233962,1.099,1.111596226,1.184558491,1.231724528,1.144656604,1.061584906,6555.079,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,27.42460743,-0.012596226,-0.085558491
1181,12554,20284,5.634444444,2881,0.800277778,75.85989199,29.24642509,3.093156794,13639.70425,9.760066202,3.009651568,10565.70463,177.767892,13.4326446,168.8919303,113.287,88.43,-24.857,79.273,-34.014,1.210351916,1.166867596,1.248738676,1.39012892,1.372209059,1.291013937,1.134728223,4962.003,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,29.71034642,-0.08187108,-0.223261324
1182,12555.5,113081,31.41138889,3268,0.907777778,63.64306116,25.9702263,3.287284404,13042.29599,12.09315291,2.150180428,9622.678318,101.1755902,13.46057187,150.6877003,110.08,89.336,-20.744,86.891,-23.189,1.02659633,0.995131498,1.046547401,1.193844037,1.226207951,1.114816514,0.949929664,5975.059,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,28.75680033,-0.051415903,-0.198712539
1183,12557,7045,1.956944444,3513,0.975833333,68.73159259,23.52839886,3.102606838,12477.65736,10.67445584,2.215264957,9407.617282,88.52714815,14.14373504,159.4171738,109.601,88.022,-21.579,85.069,-24.532,1.07705698,1.04297151,1.110415954,1.222837607,1.258207977,1.152475783,1.002247863,4990.94,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.53467064,-0.067444444,-0.179866097
1184,12558.5,6750,1.875,3036,0.843333333,58.17217763,26.93758882,3.245486842,13056.2274,13.37258553,2.014384868,9955.635813,85.07279934,13.79797039,140.9196447,111.627,93.869,-17.758,87.688,-23.939,1.075151316,1.049368421,1.109769737,1.263157895,1.203292763,1.141115132,1.000226974,5182.485,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,29.37353185,-0.060401316,-0.213789474
1185,12560,14798,4.110555556,3451,0.958611111,60.74362899,24.96037681,3.218182609,12971.38146,12.34024928,2.022753623,9320.33498,112.7281275,16.04969275,151.2107101,111.625,92.548,-19.077,84.457,-27.168,0.999881159,0.967037681,1.037501449,1.123043478,1.189794203,1.068773913,0.925976812,7081.134,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,27.26776358,-0.070463768,-0.156005797
1186,12561.5,7560,2.1,4116,1.143333333,61.54612409,21.17083698,2.690810219,12457.23839,10.67032603,1.982625304,9294.994917,104.1543698,36.32399513,482.3334599,111.986,179.748,67.762,174.662,62.676,1.027858881,0.981024331,1.066408759,1.231155718,1.154364964,1.102396594,0.961652068,7045.072,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,22.73733392,-0.085384428,-0.250131387
1187,12563,21954,6.098333333,3505,0.973611111,75.22539429,23.56870571,3.060188571,12246.48459,9.960722857,2.366288571,9529.212406,135.1676286,16.20740571,194.8476629,112.289,85.377,-26.912,88.397,-23.892,1.090051429,1.065482857,1.11486,1.205085714,1.226634286,1.146137143,1.0335,7073.135,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.5101699,-0.049377143,-0.139602857
1188,12564.5,7126,1.979444444,4383,1.2175,68.66206407,20.10765675,3.240121281,11804.19463,11.24633638,1.799684211,9875.480151,113.4264394,16.54668879,216.3504485,115.845,102.053,-13.792,53.391,-62.454,1.131407323,1.113249428,1.15323341,1.233935927,1.26095881,1.1837254,1.075395881,6702.968,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,29.08886672,-0.039983982,-0.120686499
1189,12566,7200,2,3678,1.021666667,61.1646158,22.77961308,3.13366485,11966.78267,12.88602725,1.768095368,9502.628771,99.87351226,14.24129428,148.3611335,108.104,93.288,-14.816,82.97,-25.134,1.183893733,1.202520436,1.176237057,1.301896458,1.261920981,1.199367847,1.157367847,5953.414,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,27.07095797,0.026283379,-0.099376022
1190,12567.5,12771,3.5475,3977,1.104722222,74.24748111,20.70487909,3.275095718,11453.25498,11.00030479,1.886110831,9237.379229,110.7276096,16.53407305,205.0967531,111.622,72.017,-39.605,47.91,-63.712,0.919780856,0.851163728,0.954899244,1.241193955,1.214634761,1.064304786,0.808596977,5450.891,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,27.50300105,-0.103735516,-0.390030227
1191,12569,37921,10.53361111,3560,0.988888889,66.83114648,23.34326197,3.375738028,11926.88227,12.19475493,1.914188732,9530.171372,118.4605324,16.15795775,168.5664282,111.407,92.186,-19.221,99.999,-11.408,0.92376338,0.831991549,0.990107042,1.277484507,1.234788732,1.068884507,0.803923944,9785.071,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,29.24669265,-0.158115493,-0.445492958
1192,12570.5,14541,4.039166667,4043,1.123055556,67.39169307,21.65560396,3.171363861,12328.98201,10.94117079,1.983933168,9600.854213,125.5571609,15.77916089,172.3471782,113.256,109.117,-4.139,118.912,5.656,1.094579208,1.090811881,1.092514851,1.23790099,1.27490099,1.151712871,1.04330198,6573.157,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,27.67982008,-0.00170297,-0.147089109
1193,12572,7192,1.997777778,3441,0.955833333,61.12260641,25.3987172,2.966658892,12669.71212,11.34179009,2.239688047,9719.717595,132.1694286,34.74869679,333.838309,113.327,190.225,76.898,220.935,107.608,1.180189504,1.186186589,1.188262391,1.347597668,1.296571429,1.217556851,1.128600583,6615.286,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.21371512,-0.002075802,-0.161411079
1194,12573.5,6167,1.713055556,2982,0.828333333,68.16512416,29.71505705,2.918312081,12833.56506,12.7258557,2.327892617,9937.607688,179.8232919,13.46097651,125.8221913,113.946,99.78,-14.166,105.384,-8.562,1.165865772,1.117805369,1.206671141,1.414436242,1.333862416,1.254513423,1.084248322,5715.797,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.36458234,-0.088865772,-0.296630873
1195,12575,8192,2.275555556,3429,0.9525,75.5734152,25.19324854,3.007938596,12682.93095,10.66428655,2.362380117,10299.72622,166.3924737,13.68189181,135.1510234,112.33,97.623,-14.707,106.121,-6.209,1.26175731,1.232649123,1.293769006,1.427216374,1.432654971,1.331154971,1.189342105,5185.258,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,28.16449457,-0.061119883,-0.194567251
1196,12576.5,50463,14.0175,4038,1.121666667,73.84202233,20.5348536,2.979848635,11908.19968,10.16130025,2.030228288,9150.519149,110.5150124,17.36626551,208.567665,113.49,85.512,-27.978,99.47,-14.02,0.951235732,0.897987593,0.990754342,1.221774194,1.171409429,1.04957072,0.866545906,8612.904,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,24.78832909,-0.092766749,-0.323786601
1197,12578,13671,3.7975,3108,0.863333333,57.08710323,27.77186452,2.930993548,12966.43734,12.03276129,2.30843871,9936.189303,129.9575968,35.50296129,286.6958387,113.147,189.204,76.057,209.484,96.337,1.200203226,1.195532258,1.199951613,1.411119355,1.335445161,1.250203226,1.155080645,5257.153,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.47536976,-0.004419355,-0.215587097
1198,12579.5,5389,1.496944444,3112,0.864444444,60.25453376,27.90929904,3.03007074,12135.21447,11.81143408,2.362475884,9691.153926,170.3780289,13.16009003,120.6052862,112.175,96.78,-15.395,105.781,-6.394,1.110067524,1.131135048,1.101967846,1.231614148,1.186257235,1.121524116,1.085778135,5067.91,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,26.69534723,0.029167202,-0.1004791
1199,12581,231410,64.28055556,2752,0.764444444,54.13157818,29.97321091,3.099425455,13197.34284,14.17635636,2.119989091,9964.734218,93.59734909,14.30064364,122.5206291,70.008,101.596,31.588,84.291,14.283,1.103138182,1.06668,1.118287273,1.382592727,1.292883636,1.19364,1.03376,4823.041,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,28.07722808,-0.051607273,-0.315912727
1200,12582.5,8590,2.386111111,3499,0.971944444,68.43160286,24.52436286,3.123677143,11318.85441,10.66564857,2.30004,8991.373523,148.6012029,14.5744,147.7905971,112.347,156.136,43.789,129.934,17.587,1.02628,1.046642857,1.01248,1.139425714,1.149211429,1.056322857,0.989542857,6638.076,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,25.53286178,0.034162857,-0.092782857
1201,12584,8503,2.361944444,3159,0.8775,54.08495556,27.35055556,2.736371429,11394.05396,11.87339048,2.303526984,8936.565819,154.1195619,12.6462254,128.4879556,109.181,142.083,32.902,111.081,1.9,1.123307937,1.160666667,1.118606349,1.177228571,1.128184127,1.111330159,1.102653968,7476.064,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,22.23069398,0.042060318,-0.016561904
1202,12585.5,117230,32.56388889,4083,1.134166667,79.04519853,22.53217157,2.868892157,10596.0188,9.061781863,2.495593137,7916.174164,146.9500343,17.34782108,181.1449657,120.343,143.408,23.065,107.406,-12.937,1.105936275,1.143931373,1.101669118,1.094191176,1.124970588,1.096438725,1.081502451,8910.969,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,20.64604543,0.042262255,0.049740197
1203,12587,11060,3.072222222,3170,0.880555556,54.33083912,25.00376025,2.791637224,12024.25221,12.74836909,1.958776025,8397.309981,152.1681861,32.57343218,374.4000379,106.75,247.929,141.179,188.387,81.637,0.982652997,0.931268139,1.012943218,1.230589905,1.233652997,1.08844164,0.897760252,13971.3,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,21.31113011,-0.081675079,-0.299321766
1204,12588.5,6815,1.893055556,3575,0.993055556,60.47709831,23.30373034,2.955182584,12593.53333,11.79232865,1.976258427,8814.392671,122.6929719,17.6205927,182.6638483,108.468,146.858,38.39,108.056,-0.412,1.039969101,1.028632022,1.053873596,1.163199438,1.171904494,1.090123596,0.987129213,5024.505,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,23.68012701,-0.025241574,-0.134567416
1205,12590,19174,5.326111111,3710,1.030555556,58.36834324,23.60667027,2.906537838,11013.23825,11.95087027,1.974618919,7983.255862,113.9515,14.91294054,135.1737135,113.881,117.271,3.39,106.357,-7.524,1.042640541,1.070783784,1.039951351,1.044172973,1.076864865,1.037672973,1.022145946,6109.622,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,21.09421385,0.030832433,0.026610811
1206,12591.5,5159,1.433055556,3055,0.848611111,51.90987541,27.8904459,2.907347541,10713.33121,13.54698361,2.050901639,7943.017046,144.6852885,15.03587541,115.4326426,108.392,105.854,-2.538,112.029,3.637,0.983668852,1.009252459,0.980363934,1.036678689,1.078216393,0.982354098,0.962704918,6441.713,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,20.99373734,0.028888525,-0.02742623
1207,12593,4580,1.272222222,2629,0.730277778,42.23118321,34.89735878,2.908694656,10898.4371,15.95626718,2.186961832,8483.642393,168.6404542,12.63497328,94.46529008,118.459,101.628,-16.831,108.911,-9.548,1.04009542,1.057259542,1.041916031,1.140187023,1.096068702,1.037450382,1.02389313,5842.075,4Ag2,4Ag2,4Ag2,4Ag2 4Ag2 4Ag2,4Ag2,,1,22.43302299,0.015343511,-0.082927481
